channel,converted,revenue,user_type
A,1,95.93,new
A,0,40.64,returning
A,1,185.78,new
A,0,111.18,new
A,0,136.08,returning
A,0,101.17,new
A,0,75.51,new
A,0,125.56,returning
A,0,48.87,new
A,0,112.81,new
A,0,125.04,new
A,0,88.77,returning
A,0,108.91,returning
A,0,40.9,new
A,0,110.62,new
A,0,80.59,new
A,1,109.1,new
A,0,90.17,returning
A,0,89.77,new
A,0,110.31,returning
A,0,82.02,returning
A,1,88.58,new
A,0,170.99,returning
A,0,139.36,returning
A,0,84.72,new
A,0,90.79,new
A,1,73.63,returning
A,0,80.69,returning
A,0,82.06,returning
A,0,95.28,new
A,0,42.87,returning
A,0,79.91,returning
A,0,75.22,new
A,0,146.02,new
A,1,90.43,new
A,0,99.82,returning
A,0,79.12,new
A,0,90.69,returning
A,0,80.69,new
A,0,95.78,returning
A,0,108.82,new
A,0,56.45,returning
A,0,114.2,new
A,0,65.16,returning
A,0,173.24,returning
A,0,95.07,new
A,0,99.34,new
A,0,100.71,new
A,0,92.97,new
A,0,71.11,returning
A,0,99.43,new
A,0,97.45,returning
A,0,68.18,new
A,0,56.69,returning
A,0,125.27,new
A,0,79.87,returning
A,0,86.5,new
A,0,97.61,returning
A,0,70.45,new
A,0,102.41,new
A,1,87.93,returning
A,0,90.8,new
A,0,133.9,new
A,1,96.36,new
A,0,85.03,returning
A,0,63.15,returning
A,1,100.54,new
A,0,123.45,returning
A,0,85.54,new
A,0,123.1,new
A,0,101.03,new
A,0,93.75,new
A,0,105.27,returning
A,0,57.48,new
A,0,80.3,new
A,1,81.36,new
A,0,86.82,returning
A,1,162.72,new
A,0,94.82,new
A,0,54.34,returning
A,0,73.66,new
A,0,90.83,returning
A,0,96.23,new
A,0,31.74,new
A,0,108.46,new
A,0,110.07,new
A,0,62.16,new
A,1,122.22,returning
A,1,85.33,new
A,0,66.34,new
A,0,60.6,new
A,0,107.66,returning
A,0,75.36,returning
A,1,99.71,new
A,0,59.96,returning
A,0,81.7,returning
A,0,105.22,new
A,0,132.44,new
A,1,137.49,new
A,0,131.49,new
A,0,205.23,returning
A,0,100.24,returning
A,0,59.34,new
A,0,74.26,new
A,0,136.16,returning
A,0,70.87,new
A,0,28.64,new
A,1,82.76,returning
A,0,121.33,new
A,0,73.75,new
A,0,138.58,returning
A,1,168.57,new
A,0,99.41,new
A,1,179.57,returning
A,0,182.37,new
A,0,152.66,new
A,0,122.69,new
A,0,104.07,returning
A,0,100.81,new
A,0,88.91,new
A,1,111.42,new
A,1,42.24,new
A,0,155.17,returning
A,0,180.77,returning
A,0,41.06,new
A,0,120.03,returning
A,0,150.56,returning
A,0,95.99,returning
A,1,87.33,new
A,0,80.47,new
A,1,75.04,returning
A,0,102.42,new
A,0,138.17,new
A,0,43.98,new
A,0,64.08,new
A,0,73.12,new
A,0,51.56,new
A,0,115.31,new
A,0,109.8,new
A,0,125.38,new
A,0,38.22,new
A,0,119.93,returning
A,0,137.87,new
A,0,116.13,new
A,0,93.23,returning
A,0,88.53,new
A,0,106.04,new
A,0,101.59,new
A,0,73.94,new
A,0,39.48,new
A,0,77.76,new
A,0,172.78,new
A,0,41.76,new
A,0,100.99,new
A,0,157.22,returning
A,0,126.49,new
A,0,133.57,new
A,0,128.07,new
A,0,51.79,returning
A,1,146.69,new
A,0,154.31,returning
A,0,57.69,new
A,0,80.22,returning
A,0,96.51,new
A,0,80.58,returning
A,0,71.55,new
A,0,72.17,new
A,0,119.78,returning
A,0,132.1,returning
A,0,72.29,returning
A,0,131.78,new
A,0,80.45,new
A,0,59.12,new
A,0,105.1,new
A,0,94.92,new
A,0,106.53,new
A,0,105.9,new
A,0,101.94,returning
A,1,90.98,new
A,0,130.71,new
A,0,116.51,new
A,0,81.47,new
A,0,80.74,new
A,0,50.09,returning
A,0,52.99,new
A,0,88.66,new
A,0,124.68,new
A,0,67.94,new
A,0,118.4,new
A,0,100.64,new
A,0,69.5,returning
A,0,96.19,new
A,0,94.85,new
A,0,70.6,new
A,0,115.59,new
A,0,129.0,new
A,0,84.07,new
A,0,61.18,returning
A,0,131.25,new
A,0,51.77,new
A,1,103.76,new
A,0,67.91,new
A,0,59.3,new
A,0,77.1,new
A,0,94.81,new
A,0,63.84,returning
A,0,55.72,new
A,0,45.97,new
A,0,157.27,returning
A,0,106.72,new
A,0,69.68,returning
A,0,108.6,new
A,0,94.47,new
A,0,119.9,new
A,1,86.47,new
A,1,127.47,new
A,0,73.29,new
A,1,100.34,new
A,0,124.6,new
A,0,102.11,new
A,0,174.9,new
A,0,119.08,returning
A,0,107.95,returning
A,0,82.03,returning
A,0,101.11,new
A,0,140.45,new
A,0,78.3,returning
A,0,67.05,returning
A,0,78.46,new
A,1,76.96,returning
A,0,113.2,new
A,0,167.17,returning
A,0,52.68,returning
A,1,37.47,returning
A,0,95.42,new
A,0,63.95,new
A,0,105.32,new
A,0,109.71,new
A,0,77.09,new
A,0,114.31,new
A,0,72.51,new
A,0,72.46,new
A,1,68.49,returning
A,0,78.77,returning
A,1,92.1,new
A,0,88.49,new
A,0,98.5,new
A,0,112.24,new
A,0,98.96,new
A,0,156.13,returning
A,0,94.45,returning
A,0,121.32,new
A,0,50.05,returning
A,0,98.51,returning
A,0,88.13,returning
A,0,85.3,returning
A,0,139.42,new
A,0,177.47,returning
A,0,112.66,returning
A,1,45.74,new
A,0,75.66,new
A,1,53.24,new
A,0,97.59,new
A,0,107.51,returning
A,0,48.46,new
A,0,148.31,returning
A,0,58.97,returning
A,0,105.72,new
A,1,147.12,new
A,0,98.26,returning
A,0,70.86,new
A,0,69.36,returning
A,0,99.21,returning
A,0,121.41,new
A,0,104.4,new
A,0,68.8,returning
A,0,87.37,returning
A,0,65.38,new
A,0,65.11,returning
A,0,63.86,new
A,1,80.48,new
A,0,90.66,new
A,0,94.45,returning
A,1,102.43,returning
A,0,70.23,new
A,0,91.34,new
A,0,95.36,new
A,0,134.94,returning
A,0,49.06,returning
A,0,54.11,new
A,0,110.63,returning
A,0,114.73,returning
A,0,110.79,returning
A,0,110.38,returning
A,0,50.84,new
A,0,167.28,returning
A,0,129.43,new
A,0,51.14,returning
A,0,83.28,new
A,0,81.62,returning
A,0,88.32,new
A,0,77.95,new
A,0,60.59,returning
A,0,95.97,new
A,0,138.09,new
A,0,77.12,returning
A,0,102.14,new
A,1,89.23,new
A,0,110.36,returning
A,0,86.45,new
A,0,73.1,new
A,0,78.63,returning
A,0,136.16,returning
A,0,93.18,new
A,0,92.11,new
A,0,134.63,new
A,0,143.49,new
A,0,37.93,new
A,0,54.6,returning
A,0,120.5,new
A,0,94.7,new
A,0,143.68,returning
A,0,49.16,new
A,0,99.48,returning
A,0,112.37,returning
A,0,82.08,new
A,0,118.05,new
A,0,121.33,new
A,0,89.6,new
A,1,87.45,new
A,0,125.51,new
A,0,98.82,new
A,0,109.65,returning
A,1,98.64,new
A,0,96.9,new
A,0,87.38,new
A,0,112.2,new
A,0,68.05,returning
A,0,50.04,returning
A,0,92.04,new
A,1,144.47,new
A,1,98.87,new
A,0,84.55,returning
A,0,80.73,new
A,0,78.85,returning
A,0,30.96,new
A,0,137.23,new
A,0,76.02,new
A,0,92.65,new
A,0,82.78,new
A,0,71.49,new
A,0,139.74,new
A,0,61.58,returning
A,0,113.56,new
A,0,52.78,returning
A,0,87.64,new
A,0,132.71,new
A,0,77.69,new
A,0,110.01,returning
A,0,76.44,returning
A,1,81.99,returning
A,0,118.88,new
A,0,110.88,new
A,0,145.04,returning
A,1,77.57,returning
A,0,103.62,new
A,0,94.5,returning
A,0,104.63,new
A,1,129.05,new
A,0,72.74,new
A,0,102.17,new
A,1,139.16,new
A,0,94.54,returning
A,0,118.56,returning
A,1,44.02,new
A,0,96.03,new
A,0,79.16,new
A,1,35.15,new
A,0,110.28,returning
A,0,102.4,new
A,0,68.33,new
A,0,54.96,returning
A,0,169.47,new
A,0,105.24,new
A,0,104.36,returning
A,0,72.03,new
A,0,82.88,new
A,0,139.7,new
A,0,95.21,new
A,0,141.41,returning
A,0,105.37,returning
A,0,130.35,new
A,0,42.8,new
A,0,70.63,new
A,0,94.6,returning
A,1,85.31,returning
A,0,110.53,new
A,0,54.99,new
A,0,55.39,returning
A,0,109.08,returning
A,0,128.37,new
A,0,82.72,new
A,0,146.58,new
A,0,158.74,new
A,0,91.28,new
A,0,81.7,new
A,0,75.16,returning
A,0,70.44,returning
A,0,116.46,new
A,1,67.32,new
A,0,63.08,new
A,0,69.32,new
A,0,91.59,returning
A,0,93.86,new
A,0,114.25,returning
A,0,88.64,returning
A,0,53.68,returning
A,1,80.41,new
A,0,92.4,new
A,0,73.55,returning
A,0,102.28,returning
A,0,36.19,returning
A,0,88.36,new
A,1,137.28,new
A,0,127.08,new
A,0,96.31,new
A,0,93.55,new
A,0,107.29,returning
A,0,63.34,returning
A,0,123.47,new
A,0,145.01,new
A,0,88.19,new
A,0,96.27,new
A,0,114.79,returning
A,0,71.15,returning
A,0,146.67,new
A,0,168.05,returning
A,0,110.36,new
A,0,150.83,returning
A,0,60.46,returning
A,0,101.1,new
A,0,44.77,returning
A,0,80.41,new
A,0,81.04,new
A,0,74.02,new
A,0,60.83,new
A,0,109.94,new
A,0,69.21,new
A,0,109.98,new
A,0,90.36,returning
A,0,103.15,new
A,0,76.5,new
A,0,90.05,new
A,0,178.86,new
A,0,101.96,returning
A,1,146.82,new
A,1,144.08,new
A,0,202.65,new
A,1,56.91,new
A,0,143.93,new
A,0,90.03,new
A,1,81.01,new
A,0,64.05,returning
A,0,57.06,new
A,0,108.88,new
A,0,56.31,new
A,1,110.48,new
A,0,38.9,returning
A,0,65.95,new
A,0,85.46,new
A,0,93.75,new
A,0,67.21,new
A,1,58.98,new
A,0,82.16,new
A,1,74.65,new
A,0,77.96,new
A,0,112.42,new
A,0,135.77,new
A,0,80.54,new
A,0,112.46,returning
A,0,75.45,new
A,0,73.4,new
A,1,81.99,new
A,0,128.64,new
A,0,51.77,returning
A,0,49.18,new
A,0,156.73,new
A,0,66.48,new
A,0,85.9,returning
A,0,77.73,returning
A,0,145.46,new
A,0,128.18,new
A,0,58.75,new
A,0,94.03,returning
A,0,102.47,returning
A,0,111.34,new
A,0,42.88,new
A,0,49.13,new
A,0,114.12,new
A,0,55.74,returning
A,1,101.87,returning
A,0,59.9,new
A,0,50.28,returning
A,1,65.65,returning
A,0,89.13,new
A,1,100.28,new
A,0,104.47,returning
A,0,118.85,new
A,0,66.99,returning
A,0,116.49,new
A,0,92.09,returning
A,0,97.09,new
A,0,184.99,new
A,0,109.68,returning
A,0,83.41,new
A,1,78.63,new
A,0,89.43,new
A,0,52.73,new
A,0,101.83,new
A,0,89.05,new
A,1,96.68,new
A,0,91.94,new
A,0,54.72,new
A,0,110.97,returning
A,0,72.77,new
A,0,123.63,returning
A,1,114.22,new
A,0,153.56,new
A,0,89.33,new
A,0,118.88,new
A,0,159.77,new
A,0,70.53,returning
A,0,128.85,new
A,0,108.98,new
A,1,62.54,returning
A,0,85.59,new
A,0,195.74,returning
A,0,126.36,new
A,0,105.38,new
A,0,71.23,new
A,0,39.37,new
A,0,56.0,new
A,0,90.58,returning
A,1,90.6,new
A,1,138.32,returning
A,0,65.25,new
A,0,63.27,new
A,0,109.57,new
A,0,79.19,returning
A,0,78.87,new
A,0,133.39,returning
A,0,61.91,new
A,1,126.31,returning
A,1,104.92,returning
A,0,76.33,returning
A,1,89.61,new
A,0,67.67,new
A,0,84.43,returning
A,0,156.57,new
A,0,70.31,new
A,0,46.93,returning
A,0,90.55,returning
A,0,146.57,new
A,1,97.68,returning
A,0,82.59,new
A,0,81.32,new
A,0,127.61,new
A,0,101.93,returning
A,0,59.9,returning
A,0,109.47,returning
A,0,94.85,new
A,1,120.1,returning
A,0,156.57,new
A,0,163.46,new
A,0,90.02,returning
A,1,101.29,returning
A,0,154.11,returning
A,1,94.77,new
A,0,126.99,new
A,0,66.03,new
A,0,69.44,returning
A,0,167.7,new
A,0,169.84,returning
A,0,116.51,new
A,0,85.96,new
A,0,74.82,returning
A,0,81.4,returning
A,0,56.83,new
A,0,113.08,new
A,0,109.09,new
A,0,108.2,new
A,1,141.55,returning
A,0,92.89,new
A,0,104.99,new
A,0,47.75,returning
A,0,116.91,returning
A,0,110.03,new
A,0,59.39,returning
A,1,86.08,new
A,0,134.5,new
A,0,103.84,returning
A,0,72.77,new
A,0,110.14,returning
A,0,163.9,new
A,0,53.13,returning
A,0,115.45,new
A,0,102.41,new
A,0,57.39,returning
A,0,104.09,returning
A,0,75.23,returning
A,0,82.88,new
A,0,110.36,new
A,0,108.83,new
A,0,108.05,new
A,1,195.41,new
A,0,87.39,returning
A,0,61.77,new
A,0,115.92,new
A,0,102.18,returning
A,0,76.56,returning
A,0,74.71,new
A,0,144.89,returning
A,0,41.5,returning
A,0,101.36,new
A,0,73.68,returning
A,0,106.32,returning
A,1,69.61,returning
A,0,107.22,new
A,0,131.68,new
A,1,77.29,returning
A,0,81.39,new
A,1,105.8,new
A,0,119.43,new
A,0,181.36,returning
A,1,82.02,new
A,0,81.37,returning
A,0,63.34,new
A,0,37.14,returning
A,0,132.11,new
A,0,88.84,returning
A,0,62.56,returning
A,0,124.87,new
A,0,128.48,new
A,1,115.82,returning
A,1,81.03,returning
A,0,102.84,new
A,0,66.28,new
A,0,117.91,returning
A,0,75.8,returning
A,0,137.55,new
A,0,110.91,new
A,1,58.02,new
A,0,132.24,returning
A,0,128.45,returning
A,1,122.33,new
A,0,124.71,new
A,0,93.11,new
A,0,102.2,new
A,1,86.88,returning
A,0,47.58,returning
A,0,110.26,new
A,1,52.9,new
A,0,63.27,new
A,0,74.36,returning
A,0,95.16,new
A,0,167.87,new
A,0,74.14,returning
A,0,172.95,new
A,0,127.14,returning
A,0,105.46,new
A,0,71.2,new
A,0,95.66,returning
A,0,98.41,returning
A,0,117.37,returning
A,0,72.54,new
A,1,128.53,new
A,1,91.8,new
A,0,110.15,new
A,1,89.16,new
A,0,143.78,new
A,0,64.66,new
A,0,103.25,new
A,0,57.57,new
A,0,113.32,new
A,0,62.75,returning
A,0,85.13,returning
A,0,81.57,new
A,1,188.63,new
A,0,71.96,returning
A,0,128.89,new
A,0,36.54,returning
A,0,95.26,new
A,0,146.06,new
A,0,48.64,new
A,0,126.87,returning
A,0,89.42,new
A,0,40.81,new
A,0,133.32,new
A,0,115.25,new
A,0,68.33,returning
A,1,117.74,new
A,0,50.07,new
A,0,75.98,new
A,0,94.4,new
A,0,92.67,returning
A,0,108.96,returning
A,0,186.86,new
A,1,62.48,new
A,0,100.79,returning
A,0,101.76,new
A,0,137.73,new
A,0,92.46,new
A,0,45.66,new
A,0,97.23,new
A,0,43.43,new
A,0,133.05,returning
A,0,94.0,new
A,0,107.37,returning
A,1,65.08,new
A,0,66.26,returning
A,0,114.73,new
A,1,85.06,new
A,0,72.15,new
A,0,146.04,new
A,0,98.13,new
A,0,75.72,new
A,0,100.24,new
A,1,80.49,new
A,0,111.26,new
A,0,63.69,new
A,0,133.83,returning
A,0,80.46,returning
A,0,56.83,returning
A,0,59.38,returning
A,0,87.19,new
A,0,72.33,new
A,0,52.84,new
A,0,53.93,new
A,0,94.34,returning
A,0,102.24,returning
A,0,96.66,new
A,0,144.49,returning
A,0,107.37,returning
A,0,75.4,new
A,0,230.87,new
A,0,67.31,returning
A,0,50.51,returning
A,0,116.9,new
A,0,168.23,new
A,0,125.4,returning
A,0,85.41,returning
A,1,69.94,new
A,0,114.0,returning
A,0,87.07,new
A,1,83.7,returning
A,0,148.69,new
A,0,46.22,returning
A,0,105.48,returning
A,0,71.75,returning
A,1,92.91,new
A,0,66.55,returning
A,1,87.1,new
A,0,200.2,new
A,0,121.18,returning
A,0,113.96,new
A,0,93.82,new
A,0,90.87,new
A,1,96.04,new
A,0,109.8,new
A,0,121.98,returning
A,0,175.74,new
A,0,85.28,new
A,0,147.37,new
A,0,176.47,new
A,0,125.27,new
A,1,90.32,new
A,0,125.57,returning
A,0,51.91,returning
A,0,165.19,new
A,0,129.52,new
A,0,88.99,new
A,0,86.67,new
A,0,56.31,new
A,0,136.57,new
A,0,87.35,returning
A,1,170.54,new
A,0,51.61,returning
A,1,67.02,new
A,0,64.26,new
A,0,35.44,returning
A,0,34.81,new
A,1,117.05,new
A,0,60.46,new
A,0,67.12,returning
A,0,61.77,new
A,0,80.96,new
A,0,157.73,new
A,0,109.8,new
A,0,99.62,new
A,1,92.99,new
A,0,76.36,new
A,0,76.77,new
A,0,97.88,returning
A,0,151.29,new
A,0,74.39,new
A,0,130.98,new
A,0,62.76,new
A,0,116.73,new
A,0,149.1,new
A,0,90.42,returning
A,1,76.56,new
A,0,116.58,new
A,0,164.06,returning
A,0,128.87,new
A,0,172.33,new
A,0,93.54,returning
A,0,91.49,new
A,0,53.65,new
A,0,75.39,new
A,0,89.08,new
A,0,92.25,new
A,0,115.81,returning
A,1,78.17,returning
A,0,79.84,new
A,1,183.29,returning
A,1,35.99,returning
A,0,40.1,new
A,0,66.32,new
A,0,39.32,new
A,0,42.69,new
A,1,81.64,returning
A,0,104.18,returning
A,0,80.51,returning
A,0,106.41,new
A,1,122.23,new
A,0,99.95,new
A,0,106.3,new
A,0,84.17,new
A,0,78.11,new
A,0,37.98,new
A,0,124.47,new
A,0,98.34,new
A,0,103.46,new
A,0,52.66,returning
A,1,67.79,new
A,0,82.56,new
A,0,60.29,new
A,0,99.41,new
A,1,96.96,new
A,0,94.8,returning
A,0,123.8,new
A,0,100.24,new
A,0,144.65,new
A,0,101.45,new
A,0,72.67,returning
A,0,91.64,returning
A,1,31.99,new
A,0,103.89,new
A,1,68.54,new
A,1,96.15,new
A,0,72.29,new
A,0,60.31,returning
A,0,160.79,returning
A,0,71.8,new
A,0,67.16,returning
A,0,117.53,new
A,1,81.63,new
A,0,69.89,new
A,0,118.71,new
A,0,90.66,new
A,0,124.29,returning
A,0,146.51,new
A,0,80.89,new
A,0,115.22,new
A,0,148.98,new
A,0,163.27,new
A,1,74.9,new
A,0,130.67,new
A,0,40.31,new
A,0,100.96,new
A,0,55.19,new
A,0,80.9,returning
A,0,189.31,new
A,0,125.18,returning
A,0,55.68,returning
A,0,62.11,new
A,1,135.3,returning
A,0,133.71,new
A,0,136.27,returning
A,0,100.79,new
A,0,124.98,new
A,0,82.26,returning
A,0,80.96,returning
A,0,98.81,new
A,0,69.46,returning
A,0,65.43,returning
A,0,112.64,returning
A,0,116.16,returning
A,0,66.01,returning
A,1,75.06,new
A,0,107.01,returning
A,0,103.85,new
A,0,100.83,returning
A,1,67.17,returning
A,0,198.94,new
A,0,78.39,new
A,0,108.56,new
A,0,60.21,new
A,0,90.68,new
A,1,65.45,returning
A,0,77.26,returning
A,0,101.5,returning
A,0,143.72,new
A,0,74.4,returning
A,1,99.76,returning
A,0,108.06,returning
A,0,118.04,new
A,0,44.87,returning
A,0,124.14,new
A,1,108.5,new
A,0,100.78,new
A,1,193.95,returning
A,0,71.23,new
A,1,103.96,returning
A,0,178.35,returning
A,0,137.93,new
A,0,80.76,new
A,0,100.26,new
A,0,101.35,new
A,0,84.96,returning
A,0,56.38,new
A,1,81.24,new
A,0,111.31,new
A,1,80.6,new
A,0,90.66,new
A,0,144.35,new
A,0,90.86,new
A,0,92.92,new
A,0,97.11,returning
A,0,78.02,new
A,1,125.54,new
A,0,60.28,new
A,0,77.88,returning
A,0,100.44,new
A,0,82.34,new
A,0,157.7,new
A,1,93.24,new
A,0,92.34,returning
A,0,65.94,returning
A,0,82.94,new
A,1,123.59,returning
A,0,72.5,new
A,0,48.77,new
A,0,87.87,new
A,0,94.77,new
A,0,79.71,returning
A,0,145.14,new
A,0,189.12,new
A,0,100.21,returning
A,1,82.64,new
A,1,111.33,new
A,0,145.5,new
A,0,74.46,returning
A,1,121.28,returning
A,0,87.84,new
A,1,134.95,new
A,0,65.96,new
B,0,144.36,returning
B,0,95.06,new
B,0,104.62,new
B,0,57.32,new
B,0,56.7,new
B,0,98.53,new
B,1,105.78,returning
B,0,79.42,returning
B,1,109.79,new
B,0,57.18,returning
B,0,50.35,new
B,0,91.16,returning
B,0,56.38,returning
B,0,44.95,new
B,0,62.7,new
B,0,104.45,new
B,0,94.35,new
B,0,138.66,new
B,0,96.64,new
B,0,58.01,new
B,1,106.96,returning
B,0,68.39,returning
B,0,78.86,new
B,0,68.86,new
B,0,55.02,returning
B,0,216.76,new
B,0,64.53,returning
B,0,42.68,new
B,0,111.57,new
B,0,38.38,new
B,1,82.22,new
B,0,117.71,new
B,0,52.35,returning
B,0,87.25,new
B,0,77.68,new
B,0,64.13,new
B,0,138.81,new
B,0,77.43,new
B,0,110.74,new
B,0,121.4,new
B,0,80.9,returning
B,0,58.47,returning
B,0,122.48,new
B,0,82.28,returning
B,0,85.56,returning
B,0,75.64,new
B,0,120.84,new
B,0,34.49,new
B,0,55.8,new
B,0,85.96,new
B,0,58.99,new
B,0,75.53,new
B,0,126.87,new
B,0,126.29,new
B,0,79.77,new
B,0,96.62,new
B,0,95.94,new
B,0,59.08,new
B,0,26.21,new
B,0,105.44,returning
B,1,61.39,new
B,0,73.9,returning
B,0,43.36,returning
B,0,111.98,new
B,0,121.06,new
B,0,97.91,new
B,0,87.44,new
B,0,72.46,returning
B,1,113.03,returning
B,0,151.07,new
B,0,64.53,new
B,0,80.47,returning
B,0,57.76,new
B,0,87.61,new
B,0,75.24,returning
B,0,82.61,new
B,0,113.58,returning
B,0,125.21,returning
B,0,54.45,new
B,0,95.57,new
B,0,138.98,new
B,0,103.09,returning
B,0,59.55,new
B,0,123.15,new
B,0,105.69,returning
B,0,101.94,new
B,0,79.63,new
B,0,99.7,returning
B,0,211.62,new
B,0,40.58,new
B,0,73.61,new
B,0,76.25,new
B,0,30.65,new
B,0,172.25,new
B,0,57.75,returning
B,0,56.41,new
B,0,47.27,new
B,0,73.31,returning
B,0,101.79,new
B,0,85.17,returning
B,0,60.88,new
B,0,99.77,new
B,0,85.56,new
B,0,132.88,new
B,0,67.41,returning
B,0,65.11,returning
B,0,115.58,new
B,0,56.95,new
B,0,46.7,new
B,0,84.57,new
B,0,102.98,new
B,0,45.37,new
B,0,120.23,new
B,0,43.59,new
B,0,68.76,returning
B,0,85.41,new
B,0,137.65,new
B,0,140.79,new
B,0,91.32,returning
B,0,73.0,returning
B,0,74.66,new
B,0,165.68,returning
B,0,128.86,returning
B,0,98.19,new
B,1,92.38,new
B,0,89.27,returning
B,0,39.81,new
B,0,26.09,new
B,1,78.67,new
B,0,54.33,new
B,0,92.79,returning
B,0,90.24,returning
B,0,46.28,returning
B,1,93.48,new
B,0,95.44,returning
B,0,94.46,new
B,0,67.69,returning
B,0,101.19,new
B,0,103.61,new
B,0,100.86,returning
B,0,77.27,returning
B,1,144.6,new
B,1,133.21,new
B,1,87.51,new
B,0,65.43,returning
B,0,62.58,new
B,0,104.43,new
B,0,51.26,new
B,0,107.18,returning
